 Substance:    Cd
 Grid Type: GLOB_3x3
 Source: FOREGS
 TimeResol: yearly
 Period: 2022
 Units: mg/kg
 LU number:     3
 LU types: BRN, URB, ARB
  
 i       j       Barren         Urban           Arable
   23     47   0.492493E+00   0.249549E+01   0.423143E+00
   23     48   0.200000E+00   0.200000E+00   0.109165E+01
   23     49   0.394976E+00   0.200000E+00   0.348547E+00
   23     50   0.272518E+00   0.200000E+00   0.255284E+00
   23     51   0.293651E+00   0.200000E+00   0.200000E+00
   23     52   0.200000E+00   0.200000E+00   0.200000E+00
   23     53   0.238391E+00   0.200000E+00   0.200000E+00
   23     54   0.221578E+00   0.200000E+00   0.200000E+00
   23     55   0.200000E+00   0.200000E+00   0.200000E+00
   23     56   0.238258E+00   0.199999E+00   0.199999E+00
   23     57   0.000000E+00   0.000000E+00   0.000000E+00
   23     58   0.000000E+00   0.000000E+00   0.000000E+00
   23     59   0.000000E+00   0.000000E+00   0.000000E+00
   23     60   0.000000E+00   0.000000E+00   0.000000E+00
   24      1   0.000000E+00   0.000000E+00   0.000000E+00
   24      2   0.000000E+00   0.000000E+00   0.000000E+00
   24      3   0.000000E+00   0.000000E+00   0.000000E+00
   24      4   0.000000E+00   0.000000E+00   0.000000E+00
   24      5   0.000000E+00   0.000000E+00   0.000000E+00
   24      6   0.000000E+00   0.000000E+00   0.000000E+00
   24      7   0.000000E+00   0.000000E+00   0.000000E+00
   24      8   0.000000E+00   0.000000E+00   0.000000E+00
   24      9   0.000000E+00   0.000000E+00   0.000000E+00
   24     10   0.000000E+00   0.000000E+00   0.000000E+00
   24     11   0.000000E+00   0.000000E+00   0.000000E+00
   24     12   0.000000E+00   0.000000E+00   0.000000E+00
   24     13   0.000000E+00   0.000000E+00   0.000000E+00
   24     14   0.000000E+00   0.000000E+00   0.000000E+00
   24     15   0.000000E+00   0.000000E+00   0.000000E+00
   24     16   0.000000E+00   0.000000E+00   0.000000E+00
   24     17   0.000000E+00   0.000000E+00   0.000000E+00
   24     18   0.000000E+00   0.000000E+00   0.000000E+00
   24     19   0.000000E+00   0.000000E+00   0.000000E+00
   24     20   0.000000E+00   0.000000E+00   0.000000E+00
   24     21   0.000000E+00   0.000000E+00   0.000000E+00
   24     22   0.000000E+00   0.000000E+00   0.000000E+00
   24     23   0.000000E+00   0.000000E+00   0.000000E+00
   24     24   0.000000E+00   0.000000E+00   0.000000E+00
   24     25   0.000000E+00   0.000000E+00   0.000000E+00
   24     26   0.000000E+00   0.000000E+00   0.000000E+00
   24     27   0.000000E+00   0.000000E+00   0.000000E+00
   24     28   0.000000E+00   0.000000E+00   0.000000E+00
   24     29   0.000000E+00   0.000000E+00   0.000000E+00
   24     30   0.000000E+00   0.000000E+00   0.000000E+00
   24     31   0.000000E+00   0.000000E+00   0.000000E+00
   24     32   0.000000E+00   0.000000E+00   0.000000E+00
   24     33   0.000000E+00   0.000000E+00   0.000000E+00
   24     34   0.284914E+00   0.199831E+00   0.199831E+00
   24     35   0.000000E+00   0.000000E+00   0.000000E+00
   24     36   0.000000E+00   0.000000E+00   0.000000E+00
   24     37   0.000000E+00   0.000000E+00   0.000000E+00
   24     38   0.217688E+00   0.349444E+00   0.200000E+00
   24     39   0.244353E+00   0.596638E+00   0.335225E+00
   24     40   0.628814E+00   0.200000E+00   0.538401E+00
   24     41   0.247536E+01   0.176467E+02   0.222244E+01
   24     42   0.210611E+01   0.150367E+02   0.208407E+01
   24     43   0.637658E+00   0.355283E+01   0.593379E+00
   24     44   0.777272E+00   0.464377E+01   0.714079E+00
   24     45   0.339720E+00   0.133033E+01   0.322314E+00
   24     46   0.421162E+00   0.200000E+00   0.369225E+00
   24     47   0.440036E+00   0.200000E+00   0.394624E+00
   24     48   0.200000E+00   0.200000E+00   0.476921E+00
   24     49   0.363829E+00   0.200000E+00   0.321209E+00
   24     50   0.301554E+00   0.200000E+00   0.200000E+00
   24     51   0.278174E+00   0.200000E+00   0.200000E+00
   24     52   0.262888E+00   0.200000E+00   0.200000E+00
   24     53   0.236713E+00   0.200000E+00   0.200000E+00
   24     54   0.224083E+00   0.200000E+00   0.200000E+00
   24     55   0.000000E+00   0.000000E+00   0.000000E+00
   24     56   0.237341E+00   0.200000E+00   0.200000E+00
   24     57   0.000000E+00   0.000000E+00   0.000000E+00
   24     58   0.000000E+00   0.000000E+00   0.000000E+00
   24     59   0.000000E+00   0.000000E+00   0.000000E+00
   24     60   0.000000E+00   0.000000E+00   0.000000E+00
   25      1   0.000000E+00   0.000000E+00   0.000000E+00
   25      2   0.000000E+00   0.000000E+00   0.000000E+00
   25      3   0.000000E+00   0.000000E+00   0.000000E+00
   25      4   0.000000E+00   0.000000E+00   0.000000E+00
   25      5   0.000000E+00   0.000000E+00   0.000000E+00
   25      6   0.000000E+00   0.000000E+00   0.000000E+00
   25      7   0.000000E+00   0.000000E+00   0.000000E+00
   25      8   0.000000E+00   0.000000E+00   0.000000E+00
   25      9   0.000000E+00   0.000000E+00   0.000000E+00
   25     10   0.000000E+00   0.000000E+00   0.000000E+00
   25     11   0.000000E+00   0.000000E+00   0.000000E+00
   25     12   0.000000E+00   0.000000E+00   0.000000E+00
   25     13   0.000000E+00   0.000000E+00   0.000000E+00
   25     14   0.000000E+00   0.000000E+00   0.000000E+00
   25     15   0.000000E+00   0.000000E+00   0.000000E+00
   25     16   0.000000E+00   0.000000E+00   0.000000E+00
   25     17   0.000000E+00   0.000000E+00   0.000000E+00
   25     18   0.000000E+00   0.000000E+00   0.000000E+00
   25     19   0.000000E+00   0.000000E+00   0.000000E+00
   25     20   0.000000E+00   0.000000E+00   0.000000E+00
   25     21   0.000000E+00   0.000000E+00   0.000000E+00
   25     22   0.000000E+00   0.000000E+00   0.000000E+00
   25     23   0.000000E+00   0.000000E+00   0.000000E+00
   25     24   0.000000E+00   0.000000E+00   0.000000E+00
   25     25   0.000000E+00   0.000000E+00   0.000000E+00
   25     26   0.000000E+00   0.000000E+00   0.000000E+00
   25     27   0.000000E+00   0.000000E+00   0.000000E+00
   25     28   0.000000E+00   0.000000E+00   0.000000E+00
   25     29   0.000000E+00   0.000000E+00   0.000000E+00
   25     30   0.000000E+00   0.000000E+00   0.000000E+00
   25     31   0.000000E+00   0.000000E+00   0.000000E+00
   25     32   0.000000E+00   0.000000E+00   0.000000E+00
   25     33   0.000000E+00   0.000000E+00   0.000000E+00
   25     34   0.000000E+00   0.000000E+00   0.000000E+00
   25     35   0.000000E+00   0.000000E+00   0.000000E+00
   25     36   0.000000E+00   0.000000E+00   0.000000E+00
   25     37   0.000000E+00   0.000000E+00   0.000000E+00
   25     38   0.284604E+00   0.200000E+00   0.310020E+00
   25     39   0.185258E+01   0.200000E+00   0.200000E+00
   25     40   0.764376E+00   0.450593E+01   0.639790E+00
   25     41   0.113812E+01   0.745926E+01   0.107469E+01
   25     42   0.587988E+00   0.323219E+01   0.543324E+00
   25     43   0.488861E+00   0.252451E+01   0.440002E+00
   25     44   0.831047E+00   0.527762E+01   0.716076E+00
   25     45   0.570161E+00   0.200000E+00   0.526662E+00
   25     46   0.481944E+00   0.200000E+00   0.450060E+00
   25     47   0.793106E+00   0.200000E+00   0.706965E+00
   25     48   0.535924E+00   0.318028E+01   0.473731E+00
   25     49   0.200000E+00   0.200000E+00   0.300714E+00
   25     50   0.284028E+00   0.200000E+00   0.200000E+00
   25     51   0.200000E+00   0.200000E+00   0.200000E+00
   25     52   0.252843E+00   0.200000E+00   0.200000E+00
   25     53   0.236387E+00   0.200000E+00   0.200000E+00
   25     54   0.227371E+00   0.200000E+00   0.200000E+00
   25     55   0.220898E+00   0.200000E+00   0.200000E+00
   25     56   0.228696E+00   0.200000E+00   0.200000E+00
   25     57   0.000000E+00   0.000000E+00   0.000000E+00
   25     58   0.000000E+00   0.000000E+00   0.000000E+00
   25     59   0.000000E+00   0.000000E+00   0.000000E+00
   25     60   0.000000E+00   0.000000E+00   0.000000E+00
   26      1   0.000000E+00   0.000000E+00   0.000000E+00
   26      2   0.000000E+00   0.000000E+00   0.000000E+00
   26      3   0.000000E+00   0.000000E+00   0.000000E+00
   26      4   0.000000E+00   0.000000E+00   0.000000E+00
   26      5   0.000000E+00   0.000000E+00   0.000000E+00
   26      6   0.000000E+00   0.000000E+00   0.000000E+00
   26      7   0.000000E+00   0.000000E+00   0.000000E+00
   26      8   0.000000E+00   0.000000E+00   0.000000E+00
   26      9   0.000000E+00   0.000000E+00   0.000000E+00
   26     10   0.000000E+00   0.000000E+00   0.000000E+00
   26     11   0.000000E+00   0.000000E+00   0.000000E+00
   26     12   0.000000E+00   0.000000E+00   0.000000E+00
   26     13   0.000000E+00   0.000000E+00   0.000000E+00
   26     14   0.000000E+00   0.000000E+00   0.000000E+00
   26     15   0.000000E+00   0.000000E+00   0.000000E+00
   26     16   0.000000E+00   0.000000E+00   0.000000E+00
   26     17   0.000000E+00   0.000000E+00   0.000000E+00
   26     18   0.000000E+00   0.000000E+00   0.000000E+00
   26     19   0.000000E+00   0.000000E+00   0.000000E+00
   26     20   0.000000E+00   0.000000E+00   0.000000E+00
   26     21   0.000000E+00   0.000000E+00   0.000000E+00
   26     22   0.000000E+00   0.000000E+00   0.000000E+00
   26     23   0.000000E+00   0.000000E+00   0.000000E+00
   26     24   0.000000E+00   0.000000E+00   0.000000E+00
   26     25   0.000000E+00   0.000000E+00   0.000000E+00
   26     26   0.000000E+00   0.000000E+00   0.000000E+00
   26     27   0.000000E+00   0.000000E+00   0.000000E+00
   26     28   0.000000E+00   0.000000E+00   0.000000E+00
   26     29   0.000000E+00   0.000000E+00   0.000000E+00
   26     30   0.000000E+00   0.000000E+00   0.000000E+00
   26     31   0.000000E+00   0.000000E+00   0.000000E+00
   26     32   0.000000E+00   0.000000E+00   0.000000E+00
   26     33   0.000000E+00   0.000000E+00   0.000000E+00
   26     34   0.000000E+00   0.000000E+00   0.000000E+00
   26     35   0.000000E+00   0.000000E+00   0.000000E+00
   26     36   0.000000E+00   0.000000E+00   0.000000E+00
   26     37   0.154126E+01   0.104224E+02   0.133588E+01
   26     38   0.176027E+01   0.200000E+00   0.139770E+01
   26     39   0.883027E+01   0.661753E+02   0.944867E+01
   26     40   0.972265E+00   0.614320E+01   0.200000E+00
   26     41   0.147500E+01   0.200000E+00   0.122521E+01
   26     42   0.772029E+00   0.468148E+01   0.684886E+00
   26     43   0.767207E+00   0.459804E+01   0.643562E+00
   26     44   0.102727E+01   0.673845E+01   0.947931E+00
   26     45   0.673136E+00   0.388809E+01   0.590537E+00
   26     46   0.605377E+00   0.200000E+00   0.558281E+00
   26     47   0.200000E+00   0.200000E+00   0.190078E+01
   26     48   0.471218E+00   0.200000E+00   0.416189E+00
   26     49   0.314984E+00   0.200000E+00   0.200000E+00
   26     50   0.200000E+00   0.200000E+00   0.200000E+00
   26     51   0.275572E+00   0.200000E+00   0.200000E+00
   26     52   0.252217E+00   0.200000E+00   0.200000E+00
   26     53   0.236880E+00   0.200000E+00   0.200000E+00
   26     54   0.226385E+00   0.200000E+00   0.200000E+00
   26     55   0.000000E+00   0.000000E+00   0.000000E+00
   26     56   0.229450E+00   0.200000E+00   0.200000E+00
   26     57   0.234098E+00   0.200000E+00   0.200000E+00
   26     58   0.000000E+00   0.000000E+00   0.000000E+00
   26     59   0.000000E+00   0.000000E+00   0.000000E+00
   26     60   0.000000E+00   0.000000E+00   0.000000E+00
   27      1   0.000000E+00   0.000000E+00   0.000000E+00
   27      2   0.000000E+00   0.000000E+00   0.000000E+00
   27      3   0.000000E+00   0.000000E+00   0.000000E+00
   27      4   0.000000E+00   0.000000E+00   0.000000E+00
   27      5   0.000000E+00   0.000000E+00   0.000000E+00
   27      6   0.000000E+00   0.000000E+00   0.000000E+00
   27      7   0.000000E+00   0.000000E+00   0.000000E+00
   27      8   0.000000E+00   0.000000E+00   0.000000E+00
   27      9   0.000000E+00   0.000000E+00   0.000000E+00
   27     10   0.000000E+00   0.000000E+00   0.000000E+00
   27     11   0.000000E+00   0.000000E+00   0.000000E+00
   27     12   0.000000E+00   0.000000E+00   0.000000E+00
   27     13   0.000000E+00   0.000000E+00   0.000000E+00
   27     14   0.000000E+00   0.000000E+00   0.000000E+00
   27     15   0.000000E+00   0.000000E+00   0.000000E+00
   27     16   0.000000E+00   0.000000E+00   0.000000E+00
   27     17   0.000000E+00   0.000000E+00   0.000000E+00
   27     18   0.000000E+00   0.000000E+00   0.000000E+00
   27     19   0.000000E+00   0.000000E+00   0.000000E+00
   27     20   0.000000E+00   0.000000E+00   0.000000E+00
   27     21   0.000000E+00   0.000000E+00   0.000000E+00
   27     22   0.000000E+00   0.000000E+00   0.000000E+00
   27     23   0.000000E+00   0.000000E+00   0.000000E+00
   27     24   0.000000E+00   0.000000E+00   0.000000E+00
   27     25   0.000000E+00   0.000000E+00   0.000000E+00
   27     26   0.000000E+00   0.000000E+00   0.000000E+00
   27     27   0.000000E+00   0.000000E+00   0.000000E+00
   27     28   0.000000E+00   0.000000E+00   0.000000E+00
   27     29   0.000000E+00   0.000000E+00   0.000000E+00
   27     30   0.000000E+00   0.000000E+00   0.000000E+00
   27     31   0.000000E+00   0.000000E+00   0.000000E+00
   27     32   0.000000E+00   0.000000E+00   0.000000E+00
   27     33   0.000000E+00   0.000000E+00   0.000000E+00
   27     34   0.000000E+00   0.000000E+00   0.000000E+00
   27     35   0.000000E+00   0.000000E+00   0.000000E+00
   27     36   0.435979E+00   0.200000E+00   0.522538E+00
   27     37   0.251187E+01   0.178324E+02   0.198975E+01
   27     38   0.240371E+01   0.171317E+02   0.244156E+01
   27     39   0.321050E+01   0.232845E+02   0.282432E+01
   27     40   0.713718E+01   0.535270E+02   0.719621E+01
   27     41   0.122309E+01   0.838565E+01   0.112770E+01
   27     42   0.930848E+00   0.200000E+00   0.824020E+00
   27     43   0.104163E+01   0.709376E+01   0.956400E+00
   27     44   0.200000E+00   0.200000E+00   0.823362E+00
   27     45   0.200000E+00   0.200000E+00   0.721815E+00
   27     46   0.200000E+00   0.994341E+01   0.110583E+01
   27     47   0.200000E+00   0.586684E+01   0.766370E+00
   27     48   0.200000E+00   0.200000E+00   0.408177E+00
   27     49   0.200000E+00   0.200000E+00   0.200000E+00
   27     50   0.200000E+00   0.200000E+00   0.200000E+00
   27     51   0.265595E+00   0.200000E+00   0.200000E+00
   27     52   0.254218E+00   0.200000E+00   0.200000E+00
   27     53   0.234228E+00   0.200000E+00   0.200000E+00
   27     54   0.219425E+00   0.200000E+00   0.200000E+00
   27     55   0.221670E+00   0.200000E+00   0.200000E+00
   27     56   0.224123E+00   0.200000E+00   0.200000E+00
   27     57   0.234313E+00   0.199997E+00   0.199997E+00
   27     58   0.000000E+00   0.000000E+00   0.000000E+00
   27     59   0.000000E+00   0.000000E+00   0.000000E+00
   27     60   0.000000E+00   0.000000E+00   0.000000E+00
   28      1   0.000000E+00   0.000000E+00   0.000000E+00
   28      2   0.000000E+00   0.000000E+00   0.000000E+00
   28      3   0.000000E+00   0.000000E+00   0.000000E+00
   28      4   0.000000E+00   0.000000E+00   0.000000E+00
   28      5   0.000000E+00   0.000000E+00   0.000000E+00
   28      6   0.000000E+00   0.000000E+00   0.000000E+00
   28      7   0.000000E+00   0.000000E+00   0.000000E+00
   28      8   0.000000E+00   0.000000E+00   0.000000E+00
   28      9   0.000000E+00   0.000000E+00   0.000000E+00
   28     10   0.000000E+00   0.000000E+00   0.000000E+00
   28     11   0.000000E+00   0.000000E+00   0.000000E+00
   28     12   0.000000E+00   0.000000E+00   0.000000E+00
   28     13   0.000000E+00   0.000000E+00   0.000000E+00
   28     14   0.000000E+00   0.000000E+00   0.000000E+00
   28     15   0.000000E+00   0.000000E+00   0.000000E+00
   28     16   0.000000E+00   0.000000E+00   0.000000E+00
   28     17   0.000000E+00   0.000000E+00   0.000000E+00
   28     18   0.000000E+00   0.000000E+00   0.000000E+00
   28     19   0.000000E+00   0.000000E+00   0.000000E+00
   28     20   0.000000E+00   0.000000E+00   0.000000E+00
   28     21   0.000000E+00   0.000000E+00   0.000000E+00
   28     22   0.000000E+00   0.000000E+00   0.000000E+00
   28     23   0.000000E+00   0.000000E+00   0.000000E+00
   28     24   0.000000E+00   0.000000E+00   0.000000E+00
   28     25   0.000000E+00   0.000000E+00   0.000000E+00
   28     26   0.000000E+00   0.000000E+00   0.000000E+00
   28     27   0.000000E+00   0.000000E+00   0.000000E+00
   28     28   0.000000E+00   0.000000E+00   0.000000E+00
   28     29   0.000000E+00   0.000000E+00   0.000000E+00
   28     30   0.000000E+00   0.000000E+00   0.000000E+00
   28     31   0.000000E+00   0.000000E+00   0.000000E+00
   28     32   0.000000E+00   0.000000E+00   0.000000E+00
   28     33   0.000000E+00   0.000000E+00   0.000000E+00
   28     34   0.000000E+00   0.000000E+00   0.000000E+00
   28     35   0.000000E+00   0.000000E+00   0.000000E+00
   28     36   0.483372E+00   0.200000E+00   0.410182E+00
   28     37   0.106133E+01   0.677073E+01   0.842430E+00
   28     38   0.570366E+00   0.319147E+01   0.575131E+00
   28     39   0.568841E+00   0.313906E+01   0.545074E+00
   28     40   0.128167E+01   0.881572E+01   0.118114E+01
   28     41   0.152163E+01   0.105245E+02   0.141733E+01
   28     42   0.108803E+01   0.720019E+01   0.996545E+00
   28     43   0.145758E+01   0.102405E+02   0.125261E+01
   28     44   0.200000E+00   0.907936E+01   0.109490E+01
   28     45   0.200000E+00   0.200000E+00   0.885224E+00
   28     46   0.200000E+00   0.200000E+00   0.783775E+00
   28     47   0.200000E+00   0.512362E+01   0.639084E+00
   28     48   0.200000E+00   0.200000E+00   0.200000E+00
   28     49   0.344586E+00   0.130583E+01   0.200000E+00
   28     50   0.200000E+00   0.200000E+00   0.200000E+00
   28     51   0.259324E+00   0.200000E+00   0.200000E+00
   28     52   0.243955E+00   0.200000E+00   0.200000E+00
   28     53   0.235082E+00   0.200000E+00   0.200000E+00
   28     54   0.000000E+00   0.000000E+00   0.000000E+00
   28     55   0.226405E+00   0.200000E+00   0.200000E+00
   28     56   0.222791E+00   0.199998E+00   0.199998E+00
   28     57   0.199963E+00   0.199963E+00   0.199963E+00
   28     58   0.000000E+00   0.000000E+00   0.000000E+00
   28     59   0.000000E+00   0.000000E+00   0.000000E+00
   28     60   0.000000E+00   0.000000E+00   0.000000E+00
   29      1   0.000000E+00   0.000000E+00   0.000000E+00
   29      2   0.000000E+00   0.000000E+00   0.000000E+00
   29      3   0.000000E+00   0.000000E+00   0.000000E+00
   29      4   0.000000E+00   0.000000E+00   0.000000E+00
   29      5   0.000000E+00   0.000000E+00   0.000000E+00
   29      6   0.000000E+00   0.000000E+00   0.000000E+00
   29      7   0.000000E+00   0.000000E+00   0.000000E+00
   29      8   0.000000E+00   0.000000E+00   0.000000E+00
   29      9   0.000000E+00   0.000000E+00   0.000000E+00
   29     10   0.000000E+00   0.000000E+00   0.000000E+00
   29     11   0.000000E+00   0.000000E+00   0.000000E+00
   29     12   0.000000E+00   0.000000E+00   0.000000E+00
   29     13   0.000000E+00   0.000000E+00   0.000000E+00
   29     14   0.000000E+00   0.000000E+00   0.000000E+00
   29     15   0.000000E+00   0.000000E+00   0.000000E+00
   29     16   0.000000E+00   0.000000E+00   0.000000E+00
   29     17   0.000000E+00   0.000000E+00   0.000000E+00
   29     18   0.000000E+00   0.000000E+00   0.000000E+00
   29     19   0.000000E+00   0.000000E+00   0.000000E+00
   29     20   0.000000E+00   0.000000E+00   0.000000E+00
   29     21   0.000000E+00   0.000000E+00   0.000000E+00
   29     22   0.000000E+00   0.000000E+00   0.000000E+00
   29     23   0.000000E+00   0.000000E+00   0.000000E+00
   29     24   0.000000E+00   0.000000E+00   0.000000E+00
   29     25   0.000000E+00   0.000000E+00   0.000000E+00
   29     26   0.000000E+00   0.000000E+00   0.000000E+00
   29     27   0.000000E+00   0.000000E+00   0.000000E+00
   29     28   0.000000E+00   0.000000E+00   0.000000E+00
   29     29   0.000000E+00   0.000000E+00   0.000000E+00
   29     30   0.000000E+00   0.000000E+00   0.000000E+00
   29     31   0.000000E+00   0.000000E+00   0.000000E+00
   29     32   0.000000E+00   0.000000E+00   0.000000E+00
   29     33   0.000000E+00   0.000000E+00   0.000000E+00
   29     34   0.000000E+00   0.000000E+00   0.000000E+00
   29     35   0.000000E+00   0.000000E+00   0.000000E+00
   29     36   0.210327E+00   0.200000E+00   0.228472E+00
   29     37   0.000000E+00   0.000000E+00   0.000000E+00
   29     38   0.000000E+00   0.000000E+00   0.000000E+00
   29     39   0.000000E+00   0.000000E+00   0.000000E+00
   29     40   0.000000E+00   0.000000E+00   0.000000E+00
   29     41   0.132645E+01   0.883481E+01   0.114446E+01
   29     42   0.184453E+01   0.129047E+02   0.156522E+01
   29     43   0.198980E+01   0.142186E+02   0.168232E+01
   29     44   0.200000E+00   0.125829E+02   0.150814E+01
   29     45   0.200000E+00   0.111704E+02   0.117309E+01
   29     46   0.200000E+00   0.661697E+01   0.830930E+00
   29     47   0.200000E+00   0.524515E+01   0.683485E+00
   29     48   0.200000E+00   0.200000E+00   0.445325E+00
   29     49   0.200000E+00   0.200000E+00   0.200000E+00
   29     50   0.200000E+00   0.200000E+00   0.200000E+00
   29     51   0.257174E+00   0.200000E+00   0.200000E+00
   29     52   0.237399E+00   0.200000E+00   0.200000E+00
   29     53   0.232060E+00   0.200000E+00   0.200000E+00
   29     54   0.216918E+00   0.200000E+00   0.200000E+00
   29     55   0.224489E+00   0.200000E+00   0.200000E+00
   29     56   0.221093E+00   0.200000E+00   0.200000E+00
   29     57   0.222537E+00   0.199999E+00   0.199999E+00
   29     58   0.000000E+00   0.000000E+00   0.000000E+00
   29     59   0.000000E+00   0.000000E+00   0.000000E+00
   29     60   0.000000E+00   0.000000E+00   0.000000E+00
   30      1   0.000000E+00   0.000000E+00   0.000000E+00
   30      2   0.000000E+00   0.000000E+00   0.000000E+00
   30      3   0.000000E+00   0.000000E+00   0.000000E+00
   30      4   0.000000E+00   0.000000E+00   0.000000E+00
   30      5   0.000000E+00   0.000000E+00   0.000000E+00
   30      6   0.000000E+00   0.000000E+00   0.000000E+00
   30      7   0.000000E+00   0.000000E+00   0.000000E+00
   30      8   0.000000E+00   0.000000E+00   0.000000E+00
   30      9   0.000000E+00   0.000000E+00   0.000000E+00
   30     10   0.000000E+00   0.000000E+00   0.000000E+00
   30     11   0.000000E+00   0.000000E+00   0.000000E+00
   30     12   0.000000E+00   0.000000E+00   0.000000E+00
   30     13   0.000000E+00   0.000000E+00   0.000000E+00
   30     14   0.000000E+00   0.000000E+00   0.000000E+00
   30     15   0.000000E+00   0.000000E+00   0.000000E+00
   30     16   0.000000E+00   0.000000E+00   0.000000E+00
   30     17   0.000000E+00   0.000000E+00   0.000000E+00
   30     18   0.000000E+00   0.000000E+00   0.000000E+00
   30     19   0.000000E+00   0.000000E+00   0.000000E+00
   30     20   0.000000E+00   0.000000E+00   0.000000E+00
   30     21   0.000000E+00   0.000000E+00   0.000000E+00
   30     22   0.000000E+00   0.000000E+00   0.000000E+00
   30     23   0.000000E+00   0.000000E+00   0.000000E+00
   30     24   0.000000E+00   0.000000E+00   0.000000E+00
   30     25   0.000000E+00   0.000000E+00   0.000000E+00
   30     26   0.000000E+00   0.000000E+00   0.000000E+00
   30     27   0.000000E+00   0.000000E+00   0.000000E+00
   30     28   0.000000E+00   0.000000E+00   0.000000E+00
   30     29   0.000000E+00   0.000000E+00   0.000000E+00
   30     30   0.243427E+00   0.200000E+00   0.200000E+00
   30     31   0.199831E+00   0.199831E+00   0.199831E+00
   30     32   0.000000E+00   0.000000E+00   0.000000E+00
   30     33   0.000000E+00   0.000000E+00   0.000000E+00
   30     34   0.000000E+00   0.000000E+00   0.000000E+00
   30     35   0.325729E+00   0.200000E+00   0.333770E+00
   30     36   0.297831E+00   0.200000E+00   0.278613E+00
   30     37   0.273007E+00   0.200000E+00   0.280339E+00
   30     38   0.000000E+00   0.000000E+00   0.000000E+00
   30     39   0.000000E+00   0.000000E+00   0.000000E+00
   30     40   0.000000E+00   0.000000E+00   0.000000E+00
   30     41   0.142519E+01   0.958673E+01   0.118403E+01
   30     42   0.132272E+01   0.885850E+01   0.113547E+01
   30     43   0.139159E+01   0.937567E+01   0.114845E+01
   30     44   0.179345E+01   0.129867E+02   0.157469E+01
   30     45   0.200000E+00   0.160997E+02   0.183002E+01
   30     46   0.200000E+00   0.871545E+01   0.103522E+01
   30     47   0.200000E+00   0.200000E+00   0.200000E+00
   30     48   0.200000E+00   0.200000E+00   0.200000E+00
   30     49   0.200000E+00   0.200000E+00   0.200000E+00
   30     50   0.000000E+00   0.000000E+00   0.000000E+00
   30     51   0.000000E+00   0.000000E+00   0.000000E+00
   30     52   0.234010E+00   0.200000E+00   0.200000E+00
   30     53   0.229611E+00   0.199999E+00   0.199999E+00
   30     54   0.220216E+00   0.199981E+00   0.199981E+00
   30     55   0.224069E+00   0.199999E+00   0.199999E+00
   30     56   0.221658E+00   0.200000E+00   0.200000E+00
   30     57   0.209030E+00   0.200000E+00   0.200000E+00
   30     58   0.000000E+00   0.000000E+00   0.000000E+00
   30     59   0.000000E+00   0.000000E+00   0.000000E+00
   30     60   0.000000E+00   0.000000E+00   0.000000E+00
   31      1   0.000000E+00   0.000000E+00   0.000000E+00
   31      2   0.000000E+00   0.000000E+00   0.000000E+00
   31      3   0.000000E+00   0.000000E+00   0.000000E+00
   31      4   0.000000E+00   0.000000E+00   0.000000E+00
   31      5   0.000000E+00   0.000000E+00   0.000000E+00
   31      6   0.000000E+00   0.000000E+00   0.000000E+00
   31      7   0.000000E+00   0.000000E+00   0.000000E+00
   31      8   0.000000E+00   0.000000E+00   0.000000E+00
   31      9   0.000000E+00   0.000000E+00   0.000000E+00
   31     10   0.000000E+00   0.000000E+00   0.000000E+00
   31     11   0.000000E+00   0.000000E+00   0.000000E+00
   31     12   0.000000E+00   0.000000E+00   0.000000E+00
   31     13   0.000000E+00   0.000000E+00   0.000000E+00
   31     14   0.000000E+00   0.000000E+00   0.000000E+00
   31     15   0.000000E+00   0.000000E+00   0.000000E+00
   31     16   0.000000E+00   0.000000E+00   0.000000E+00
   31     17   0.000000E+00   0.000000E+00   0.000000E+00
   31     18   0.000000E+00   0.000000E+00   0.000000E+00
   31     19   0.000000E+00   0.000000E+00   0.000000E+00
   31     20   0.000000E+00   0.000000E+00   0.000000E+00
   31     21   0.000000E+00   0.000000E+00   0.000000E+00
   31     22   0.000000E+00   0.000000E+00   0.000000E+00
   31     23   0.000000E+00   0.000000E+00   0.000000E+00
   31     24   0.000000E+00   0.000000E+00   0.000000E+00
   31     25   0.000000E+00   0.000000E+00   0.000000E+00
   31     26   0.000000E+00   0.000000E+00   0.000000E+00
   31     27   0.000000E+00   0.000000E+00   0.000000E+00
   31     28   0.000000E+00   0.000000E+00   0.000000E+00
   31     29   0.000000E+00   0.000000E+00   0.000000E+00
   31     30   0.000000E+00   0.000000E+00   0.000000E+00
   31     31   0.000000E+00   0.000000E+00   0.000000E+00
   31     32   0.000000E+00   0.000000E+00   0.000000E+00
   31     33   0.000000E+00   0.000000E+00   0.000000E+00
   31     34   0.000000E+00   0.000000E+00   0.000000E+00
   31     35   0.802990E+00   0.479245E+01   0.635957E+00
   31     36   0.326735E+00   0.199988E+00   0.295843E+00
   31     37   0.272314E+00   0.199998E+00   0.258427E+00
   31     38   0.000000E+00   0.000000E+00   0.000000E+00
   31     39   0.000000E+00   0.000000E+00   0.000000E+00
   31     40   0.000000E+00   0.000000E+00   0.000000E+00
   31     41   0.208132E+01   0.145710E+02   0.177634E+01
   31     42   0.131017E+01   0.870361E+01   0.109057E+01
   31     43   0.228129E+01   0.163901E+02   0.206576E+01
   31     44   0.200000E+00   0.195209E+02   0.217075E+01
   31     45   0.200000E+00   0.133004E+02   0.155663E+01
